Code,CARRIER,MONTH,DAY_OF_WEEK,DISTANCE,DEP_DELAY,AIR_TIME,NUMBER_OF_FLIGHTS,TAXI_IN,ARR_DELAY,TAXI_OUT
AA,American Airlines Inc.,1,1,1004.0,9.0,136.0,9804,9.0,4.0,18.0
AA,American Airlines Inc.,1,2,963.0,5.0,132.0,9369,8.0,-0.0,18.0
AA,American Airlines Inc.,1,3,962.0,4.0,132.0,9964,9.0,-1.0,18.0
AA,American Airlines Inc.,1,4,978.0,6.0,134.0,10148,9.0,1.0,18.0
AA,American Airlines Inc.,1,5,1005.0,7.0,137.0,11831,9.0,2.0,18.0
AA,American Airlines Inc.,1,6,1057.0,9.0,142.0,10020,8.0,3.0,17.0
AA,American Airlines Inc.,1,7,1027.0,10.0,139.0,11600,9.0,5.0,18.0
AA,American Airlines Inc.,2,1,993.0,7.0,135.0,12290,9.0,3.0,19.0
AA,American Airlines Inc.,2,2,972.0,7.0,133.0,9565,9.0,4.0,19.0
AA,American Airlines Inc.,2,3,973.0,7.0,134.0,9782,9.0,4.0,19.0
AA,American Airlines Inc.,2,4,987.0,4.0,134.0,10203,8.0,-1.0,18.0
AA,American Airlines Inc.,2,5,996.0,7.0,135.0,10205,9.0,2.0,19.0
AA,American Airlines Inc.,2,6,1055.0,3.0,141.0,8626,9.0,-6.0,16.0
AA,American Airlines Inc.,2,7,1022.0,5.0,138.0,9629,9.0,-1.0,17.0
AA,American Airlines Inc.,3,1,1001.0,8.0,136.0,10319,9.0,4.0,19.0
AA,American Airlines Inc.,3,2,986.0,7.0,135.0,12627,9.0,3.0,18.0
AA,American Airlines Inc.,3,3,989.0,7.0,136.0,12711,9.0,3.0,18.0
AA,American Airlines Inc.,3,4,1009.0,8.0,138.0,13035,9.0,6.0,19.0
AA,American Airlines Inc.,3,5,1013.0,8.0,138.0,10530,9.0,5.0,19.0
AA,American Airlines Inc.,3,6,1081.0,7.0,145.0,9016,9.0,1.0,17.0
AA,American Airlines Inc.,3,7,1038.0,7.0,140.0,10276,9.0,2.0,17.0
AA,American Airlines Inc.,4,1,998.0,5.0,135.0,10216,9.0,1.0,18.0
AA,American Airlines Inc.,4,2,984.0,2.0,134.0,10057,9.0,-2.0,18.0
AA,American Airlines Inc.,4,3,989.0,2.0,135.0,10163,9.0,-2.0,18.0
AA,American Airlines Inc.,4,4,1000.0,4.0,136.0,10282,9.0,1.0,19.0
AA,American Airlines Inc.,4,5,1002.0,10.0,137.0,12773,9.0,8.0,19.0
AA,American Airlines Inc.,4,6,1072.0,8.0,144.0,10769,9.0,2.0,17.0
AA,American Airlines Inc.,4,7,1033.0,9.0,139.0,9769,9.0,4.0,18.0
AA,American Airlines Inc.,5,1,999.0,7.0,136.0,12933,9.0,4.0,18.0
AA,American Airlines Inc.,5,2,991.0,8.0,135.0,12654,9.0,6.0,19.0
AA,American Airlines Inc.,5,3,990.0,8.0,135.0,10232,9.0,6.0,19.0
AA,American Airlines Inc.,5,4,1001.0,12.0,136.0,10524,9.0,10.0,19.0
AA,American Airlines Inc.,5,5,1000.0,11.0,135.0,10472,9.0,7.0,18.0
AA,American Airlines Inc.,5,6,1066.0,6.0,142.0,8742,9.0,-1.0,17.0
AA,American Airlines Inc.,5,7,1023.0,7.0,138.0,12365,9.0,2.0,17.0
AA,American Airlines Inc.,6,1,1042.0,16.0,139.0,10718,10.0,13.0,18.0
AA,American Airlines Inc.,6,2,1039.0,17.0,139.0,10525,10.0,16.0,20.0
AA,American Airlines Inc.,6,3,1035.0,14.0,138.0,13263,10.0,11.0,19.0
AA,American Airlines Inc.,6,4,1044.0,18.0,140.0,13543,10.0,18.0,20.0
AA,American Airlines Inc.,6,5,1042.0,13.0,139.0,10827,10.0,11.0,19.0
AA,American Airlines Inc.,6,6,1111.0,12.0,146.0,9365,9.0,7.0,17.0
AA,American Airlines Inc.,6,7,1077.0,15.0,143.0,10298,10.0,12.0,18.0
AA,American Airlines Inc.,7,1,1050.0,17.0,140.0,10377,10.0,14.0,19.0
AA,American Airlines Inc.,7,2,1042.0,13.0,138.0,10504,10.0,11.0,19.0
AA,American Airlines Inc.,7,3,1045.0,13.0,139.0,10740,9.0,11.0,20.0
AA,American Airlines Inc.,7,4,1053.0,19.0,140.0,10641,10.0,18.0,20.0
AA,American Airlines Inc.,7,5,1048.0,21.0,140.0,13371,10.0,20.0,19.0
AA,American Airlines Inc.,7,6,1111.0,17.0,146.0,11539,10.0,14.0,18.0
AA,American Airlines Inc.,7,7,1077.0,14.0,142.0,12740,10.0,9.0,17.0
AA,American Airlines Inc.,8,1,1030.0,15.0,137.0,13202,10.0,12.0,19.0
AA,American Airlines Inc.,8,2,1015.0,10.0,136.0,12604,9.0,8.0,19.0
AA,American Airlines Inc.,8,3,1015.0,10.0,136.0,13015,10.0,8.0,19.0
AA,American Airlines Inc.,8,4,1031.0,14.0,138.0,10618,10.0,12.0,20.0
AA,American Airlines Inc.,8,5,1035.0,19.0,139.0,10273,10.0,19.0,20.0
AA,American Airlines Inc.,8,6,1099.0,24.0,145.0,8717,10.0,21.0,19.0
AA,American Airlines Inc.,8,7,1064.0,15.0,141.0,9997,10.0,12.0,19.0
AA,American Airlines Inc.,9,1,982.0,8.0,132.0,10073,9.0,4.0,19.0
AA,American Airlines Inc.,9,2,974.0,3.0,131.0,9383,9.0,-2.0,18.0
AA,American Airlines Inc.,9,3,973.0,6.0,131.0,9987,9.0,4.0,20.0
AA,American Airlines Inc.,9,4,981.0,7.0,132.0,12741,9.0,4.0,19.0
AA,American Airlines Inc.,9,5,980.0,7.0,132.0,12741,9.0,3.0,19.0
AA,American Airlines Inc.,9,6,1035.0,3.0,138.0,7945,9.0,-3.0,17.0
AA,American Airlines Inc.,9,7,1012.0,7.0,135.0,9233,10.0,2.0,18.0
AA,American Airlines Inc.,10,1,985.0,4.0,132.0,12420,9.0,-1.0,18.0
AA,American Airlines Inc.,10,2,976.0,2.0,131.0,9805,9.0,-4.0,18.0
AA,American Airlines Inc.,10,3,983.0,3.0,132.0,10049,9.0,-1.0,19.0
AA,American Airlines Inc.,10,4,987.0,6.0,134.0,9955,9.0,3.0,19.0
AA,American Airlines Inc.,10,5,994.0,7.0,134.0,9909,9.0,3.0,19.0
AA,American Airlines Inc.,10,6,1046.0,5.0,139.0,10160,9.0,-2.0,17.0
AA,American Airlines Inc.,10,7,1014.0,6.0,135.0,11962,9.0,1.0,18.0
AA,American Airlines Inc.,11,1,994.0,8.0,135.0,9811,9.0,3.0,19.0
AA,American Airlines Inc.,11,2,979.0,4.0,132.0,12254,9.0,-1.0,18.0
AA,American Airlines Inc.,11,3,982.0,3.0,133.0,12379,9.0,-2.0,19.0
AA,American Airlines Inc.,11,4,993.0,4.0,133.0,9020,9.0,-3.0,18.0
AA,American Airlines Inc.,11,5,999.0,4.0,134.0,9735,9.0,-1.0,19.0
AA,American Airlines Inc.,11,6,1051.0,3.0,140.0,8578,9.0,-6.0,17.0
AA,American Airlines Inc.,11,7,1021.0,4.0,137.0,9774,9.0,-2.0,18.0
AA,American Airlines Inc.,12,1,1024.0,9.0,140.0,9719,9.0,5.0,18.0
AA,American Airlines Inc.,12,2,1021.0,6.0,139.0,9543,9.0,2.0,18.0
AA,American Airlines Inc.,12,3,1022.0,6.0,139.0,9863,9.0,3.0,18.0
AA,American Airlines Inc.,12,4,1030.0,9.0,140.0,12473,9.0,6.0,19.0
AA,American Airlines Inc.,12,5,1033.0,8.0,140.0,12514,9.0,5.0,19.0
AA,American Airlines Inc.,12,6,1083.0,14.0,146.0,9979,9.0,10.0,19.0
AA,American Airlines Inc.,12,7,1045.0,15.0,142.0,9029,9.0,11.0,18.0
AS,Alaska Airlines Inc.,1,1,1225.0,4.0,162.0,1831,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,1,2,1191.0,2.0,159.0,1762,6.0,-2.0,15.0
AS,Alaska Airlines Inc.,1,3,1222.0,-0.0,162.0,1795,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,1,4,1224.0,-2.0,162.0,1864,6.0,-6.0,16.0
AS,Alaska Airlines Inc.,1,5,1240.0,-0.0,163.0,2319,7.0,-6.0,16.0
AS,Alaska Airlines Inc.,1,6,1253.0,1.0,165.0,2153,6.0,-5.0,15.0
AS,Alaska Airlines Inc.,1,7,1234.0,2.0,162.0,2292,7.0,-3.0,16.0
AS,Alaska Airlines Inc.,2,1,1210.0,-0.0,160.0,2334,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,2,2,1183.0,-1.0,157.0,1800,7.0,-6.0,15.0
AS,Alaska Airlines Inc.,2,3,1210.0,1.0,160.0,1807,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,2,4,1227.0,-2.0,162.0,1878,6.0,-8.0,15.0
AS,Alaska Airlines Inc.,2,5,1244.0,-1.0,165.0,1876,6.0,-5.0,15.0
AS,Alaska Airlines Inc.,2,6,1262.0,-2.0,166.0,1713,6.0,-9.0,14.0
AS,Alaska Airlines Inc.,2,7,1228.0,-0.0,162.0,1848,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,3,1,1234.0,1.0,163.0,1940,6.0,-1.0,15.0
AS,Alaska Airlines Inc.,3,2,1200.0,0.0,159.0,2264,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,3,3,1220.0,-0.0,162.0,2340,6.0,-2.0,15.0
AS,Alaska Airlines Inc.,3,4,1229.0,2.0,163.0,2440,6.0,0.0,15.0
AS,Alaska Airlines Inc.,3,5,1235.0,2.0,163.0,1952,6.0,-1.0,15.0
AS,Alaska Airlines Inc.,3,6,1272.0,0.0,167.0,1781,6.0,-5.0,14.0
AS,Alaska Airlines Inc.,3,7,1244.0,2.0,164.0,1907,7.0,-1.0,15.0
AS,Alaska Airlines Inc.,4,1,1218.0,1.0,160.0,2001,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,4,2,1201.0,-3.0,159.0,1873,6.0,-5.0,15.0
AS,Alaska Airlines Inc.,4,3,1221.0,-2.0,161.0,1924,6.0,-5.0,14.0
AS,Alaska Airlines Inc.,4,4,1225.0,-2.0,161.0,2029,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,4,5,1226.0,-0.0,162.0,2542,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,4,6,1268.0,-1.0,166.0,2306,6.0,-5.0,14.0
AS,Alaska Airlines Inc.,4,7,1240.0,1.0,163.0,1953,7.0,-1.0,15.0
AS,Alaska Airlines Inc.,5,1,1206.0,-2.0,159.0,2532,6.0,-5.0,14.0
AS,Alaska Airlines Inc.,5,2,1189.0,-2.0,156.0,2390,6.0,-5.0,15.0
AS,Alaska Airlines Inc.,5,3,1212.0,-2.0,160.0,1962,6.0,-3.0,15.0
AS,Alaska Airlines Inc.,5,4,1215.0,-1.0,160.0,2035,7.0,-3.0,15.0
AS,Alaska Airlines Inc.,5,5,1219.0,1.0,160.0,2046,7.0,-1.0,15.0
AS,Alaska Airlines Inc.,5,6,1258.0,-2.0,164.0,1864,6.0,-7.0,14.0
AS,Alaska Airlines Inc.,5,7,1237.0,-3.0,162.0,2492,6.0,-6.0,14.0
AS,Alaska Airlines Inc.,6,1,1217.0,-0.0,159.0,2118,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,6,2,1204.0,0.0,158.0,2059,7.0,0.0,16.0
AS,Alaska Airlines Inc.,6,3,1216.0,0.0,158.0,2579,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,6,4,1219.0,3.0,160.0,2653,7.0,3.0,16.0
AS,Alaska Airlines Inc.,6,5,1226.0,2.0,161.0,2156,7.0,2.0,16.0
AS,Alaska Airlines Inc.,6,6,1241.0,1.0,162.0,1991,7.0,-1.0,15.0
AS,Alaska Airlines Inc.,6,7,1225.0,-1.0,160.0,2095,7.0,-3.0,15.0
AS,Alaska Airlines Inc.,7,1,1228.0,-1.0,160.0,2086,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,7,2,1209.0,-1.0,158.0,2051,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,7,3,1218.0,-1.0,158.0,2079,7.0,-3.0,15.0
AS,Alaska Airlines Inc.,7,4,1219.0,-0.0,159.0,2139,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,7,5,1235.0,2.0,161.0,2710,7.0,1.0,16.0
AS,Alaska Airlines Inc.,7,6,1240.0,-0.0,161.0,2529,6.0,-4.0,15.0
AS,Alaska Airlines Inc.,7,7,1225.0,-1.0,159.0,2619,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,8,1,1212.0,1.0,158.0,2664,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,8,2,1195.0,2.0,156.0,2570,7.0,0.0,16.0
AS,Alaska Airlines Inc.,8,3,1212.0,0.0,158.0,2607,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,8,4,1216.0,-1.0,159.0,2178,7.0,-2.0,16.0
AS,Alaska Airlines Inc.,8,5,1225.0,0.0,160.0,2207,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,8,6,1233.0,1.0,160.0,2074,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,8,7,1220.0,0.0,159.0,2098,7.0,-2.0,16.0
AS,Alaska Airlines Inc.,9,1,1198.0,-2.0,156.0,1881,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,9,2,1173.0,-2.0,154.0,1752,7.0,-4.0,16.0
AS,Alaska Airlines Inc.,9,3,1201.0,-1.0,157.0,1811,7.0,-2.0,16.0
AS,Alaska Airlines Inc.,9,4,1202.0,-1.0,157.0,2360,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,9,5,1212.0,-0.0,159.0,2395,7.0,-1.0,16.0
AS,Alaska Airlines Inc.,9,6,1248.0,-3.0,162.0,1771,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,9,7,1219.0,-2.0,158.0,1832,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,10,1,1203.0,-0.0,158.0,2314,7.0,-2.0,16.0
AS,Alaska Airlines Inc.,10,2,1181.0,-3.0,156.0,1731,7.0,-6.0,15.0
AS,Alaska Airlines Inc.,10,3,1193.0,-2.0,157.0,1797,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,10,4,1197.0,-0.0,159.0,1844,7.0,-0.0,16.0
AS,Alaska Airlines Inc.,10,5,1210.0,6.0,159.0,1867,7.0,4.0,16.0
AS,Alaska Airlines Inc.,10,6,1254.0,-1.0,164.0,2151,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,10,7,1216.0,0.0,159.0,2271,7.0,-2.0,16.0
AS,Alaska Airlines Inc.,11,1,1241.0,1.0,163.0,1923,7.0,-2.0,15.0
AS,Alaska Airlines Inc.,11,2,1213.0,-2.0,159.0,2280,7.0,-6.0,15.0
AS,Alaska Airlines Inc.,11,3,1231.0,-2.0,162.0,2293,7.0,-4.0,16.0
AS,Alaska Airlines Inc.,11,4,1254.0,-1.0,164.0,1810,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,11,5,1243.0,-0.0,162.0,1882,7.0,-4.0,15.0
AS,Alaska Airlines Inc.,11,6,1288.0,-1.0,168.0,1815,7.0,-5.0,15.0
AS,Alaska Airlines Inc.,11,7,1250.0,-0.0,164.0,1914,7.0,-3.0,16.0
AS,Alaska Airlines Inc.,12,1,1264.0,16.0,168.0,1867,9.0,17.0,18.0
AS,Alaska Airlines Inc.,12,2,1238.0,1.0,165.0,1800,7.0,-2.0,17.0
AS,Alaska Airlines Inc.,12,3,1246.0,5.0,164.0,1864,7.0,3.0,17.0
AS,Alaska Airlines Inc.,12,4,1261.0,5.0,166.0,2308,7.0,3.0,17.0
AS,Alaska Airlines Inc.,12,5,1274.0,11.0,168.0,2361,7.0,11.0,19.0
AS,Alaska Airlines Inc.,12,6,1321.0,8.0,174.0,2205,7.0,4.0,16.0
AS,Alaska Airlines Inc.,12,7,1284.0,4.0,169.0,1807,7.0,1.0,17.0
B6,JetBlue Airways,1,1,1079.0,18.0,147.0,3044,6.0,15.0,18.0
B6,JetBlue Airways,1,2,1032.0,9.0,142.0,2902,6.0,4.0,17.0
B6,JetBlue Airways,1,3,1037.0,9.0,143.0,2906,6.0,5.0,17.0
B6,JetBlue Airways,1,4,1069.0,14.0,147.0,3023,6.0,9.0,16.0
B6,JetBlue Airways,1,5,1087.0,15.0,148.0,3711,6.0,10.0,17.0
B6,JetBlue Airways,1,6,1064.0,13.0,145.0,3019,6.0,8.0,16.0
B6,JetBlue Airways,1,7,1107.0,21.0,151.0,3464,6.0,18.0,18.0
B6,JetBlue Airways,2,1,1110.0,18.0,151.0,3607,6.0,15.0,18.0
B6,JetBlue Airways,2,2,1055.0,28.0,144.0,2849,6.0,24.0,18.0
B6,JetBlue Airways,2,3,1068.0,20.0,148.0,2833,6.0,18.0,18.0
B6,JetBlue Airways,2,4,1093.0,12.0,149.0,3059,6.0,8.0,17.0
B6,JetBlue Airways,2,5,1105.0,32.0,150.0,3015,6.0,30.0,20.0
B6,JetBlue Airways,2,6,1069.0,10.0,145.0,2790,6.0,3.0,15.0
B6,JetBlue Airways,2,7,1110.0,25.0,150.0,2989,7.0,18.0,16.0
B6,JetBlue Airways,3,1,1081.0,15.0,147.0,3104,6.0,11.0,18.0
B6,JetBlue Airways,3,2,1060.0,9.0,144.0,3795,6.0,2.0,16.0
B6,JetBlue Airways,3,3,1063.0,5.0,145.0,3816,6.0,-1.0,16.0
B6,JetBlue Airways,3,4,1081.0,14.0,148.0,3913,6.0,11.0,18.0
B6,JetBlue Airways,3,5,1082.0,17.0,148.0,3152,6.0,15.0,19.0
B6,JetBlue Airways,3,6,1078.0,16.0,146.0,2838,6.0,11.0,17.0
B6,JetBlue Airways,3,7,1099.0,12.0,149.0,3029,6.0,6.0,17.0
B6,JetBlue Airways,4,1,1084.0,13.0,147.0,3127,6.0,8.0,17.0
B6,JetBlue Airways,4,2,1070.0,6.0,145.0,3051,6.0,-0.0,17.0
B6,JetBlue Airways,4,3,1074.0,3.0,145.0,3094,6.0,-5.0,16.0
B6,JetBlue Airways,4,4,1083.0,13.0,147.0,3137,6.0,8.0,17.0
B6,JetBlue Airways,4,5,1086.0,11.0,149.0,3941,7.0,8.0,18.0
B6,JetBlue Airways,4,6,1079.0,11.0,146.0,3586,6.0,5.0,16.0
B6,JetBlue Airways,4,7,1102.0,17.0,148.0,3029,6.0,11.0,17.0
B6,JetBlue Airways,5,1,1058.0,7.0,144.0,3976,6.0,2.0,16.0
B6,JetBlue Airways,5,2,1048.0,8.0,143.0,3842,7.0,3.0,17.0
B6,JetBlue Airways,5,3,1057.0,12.0,144.0,3069,7.0,7.0,17.0
B6,JetBlue Airways,5,4,1052.0,10.0,143.0,3188,7.0,5.0,17.0
B6,JetBlue Airways,5,5,1052.0,11.0,142.0,3205,7.0,6.0,17.0
B6,JetBlue Airways,5,6,1050.0,4.0,142.0,2952,6.0,-4.0,15.0
B6,JetBlue Airways,5,7,1068.0,7.0,144.0,3883,6.0,-1.0,16.0
B6,JetBlue Airways,6,1,1075.0,6.0,144.0,3220,7.0,-1.0,17.0
B6,JetBlue Airways,6,2,1068.0,17.0,145.0,3096,7.0,15.0,19.0
B6,JetBlue Airways,6,3,1075.0,9.0,144.0,3910,7.0,4.0,17.0
B6,JetBlue Airways,6,4,1080.0,24.0,146.0,4012,7.0,23.0,20.0
B6,JetBlue Airways,6,5,1075.0,12.0,145.0,3217,7.0,8.0,18.0
B6,JetBlue Airways,6,6,1072.0,8.0,143.0,2985,7.0,0.0,16.0
B6,JetBlue Airways,6,7,1087.0,15.0,145.0,3156,7.0,10.0,18.0
B6,JetBlue Airways,7,1,1083.0,24.0,145.0,3128,7.0,20.0,18.0
B6,JetBlue Airways,7,2,1070.0,13.0,143.0,3163,7.0,7.0,18.0
B6,JetBlue Airways,7,3,1077.0,15.0,144.0,3213,7.0,11.0,18.0
B6,JetBlue Airways,7,4,1098.0,27.0,148.0,3162,7.0,25.0,19.0
B6,JetBlue Airways,7,5,1086.0,28.0,146.0,3993,7.0,26.0,19.0
B6,JetBlue Airways,7,6,1080.0,25.0,145.0,3726,7.0,21.0,17.0
B6,JetBlue Airways,7,7,1093.0,19.0,145.0,3957,7.0,13.0,17.0
B6,JetBlue Airways,8,1,1071.0,18.0,143.0,4043,7.0,13.0,17.0
B6,JetBlue Airways,8,2,1058.0,18.0,142.0,3887,7.0,13.0,17.0
B6,JetBlue Airways,8,3,1071.0,12.0,143.0,3895,7.0,7.0,18.0
B6,JetBlue Airways,8,4,1078.0,16.0,144.0,3200,7.0,12.0,18.0
B6,JetBlue Airways,8,5,1077.0,17.0,144.0,3181,7.0,13.0,18.0
B6,JetBlue Airways,8,6,1075.0,16.0,143.0,2979,7.0,10.0,17.0
B6,JetBlue Airways,8,7,1083.0,15.0,145.0,3187,7.0,11.0,18.0
B6,JetBlue Airways,9,1,1050.0,13.0,143.0,3080,7.0,9.0,17.0
B6,JetBlue Airways,9,2,1022.0,8.0,139.0,2866,7.0,3.0,16.0
B6,JetBlue Airways,9,3,1041.0,6.0,141.0,2814,6.0,3.0,18.0
B6,JetBlue Airways,9,4,1052.0,10.0,143.0,3845,7.0,6.0,18.0
B6,JetBlue Airways,9,5,1045.0,11.0,141.0,3895,7.0,7.0,17.0
B6,JetBlue Airways,9,6,1032.0,3.0,139.0,2685,6.0,-4.0,15.0
B6,JetBlue Airways,9,7,1051.0,6.0,140.0,3063,7.0,-1.0,16.0
B6,JetBlue Airways,10,1,1046.0,6.0,140.0,3873,7.0,-0.0,16.0
B6,JetBlue Airways,10,2,1040.0,5.0,140.0,2897,6.0,-2.0,16.0
B6,JetBlue Airways,10,3,1057.0,2.0,142.0,2920,7.0,-4.0,16.0
B6,JetBlue Airways,10,4,1045.0,11.0,142.0,2913,7.0,8.0,17.0
B6,JetBlue Airways,10,5,1052.0,15.0,142.0,2892,7.0,11.0,18.0
B6,JetBlue Airways,10,6,1042.0,8.0,140.0,3286,6.0,1.0,15.0
B6,JetBlue Airways,10,7,1051.0,17.0,142.0,3862,7.0,12.0,17.0
B6,JetBlue Airways,11,1,1058.0,7.0,142.0,3207,6.0,-0.0,16.0
B6,JetBlue Airways,11,2,1033.0,9.0,140.0,3768,6.0,3.0,17.0
B6,JetBlue Airways,11,3,1026.0,3.0,139.0,3766,7.0,-4.0,16.0
B6,JetBlue Airways,11,4,1054.0,-0.0,141.0,2963,7.0,-8.0,16.0
B6,JetBlue Airways,11,5,1073.0,3.0,144.0,3158,6.0,-5.0,16.0
B6,JetBlue Airways,11,6,1046.0,1.0,140.0,2846,6.0,-7.0,15.0
B6,JetBlue Airways,11,7,1078.0,10.0,145.0,3184,7.0,3.0,16.0
B6,JetBlue Airways,12,1,1057.0,18.0,145.0,3194,7.0,15.0,18.0
B6,JetBlue Airways,12,2,1042.0,9.0,143.0,3120,7.0,5.0,17.0
B6,JetBlue Airways,12,3,1048.0,9.0,143.0,3117,7.0,4.0,17.0
B6,JetBlue Airways,12,4,1065.0,15.0,147.0,4012,7.0,13.0,18.0
B6,JetBlue Airways,12,5,1062.0,12.0,145.0,4033,7.0,8.0,17.0
B6,JetBlue Airways,12,6,1068.0,26.0,145.0,3436,7.0,22.0,17.0
B6,JetBlue Airways,12,7,1084.0,21.0,147.0,3068,7.0,16.0,16.0
DL,Delta Air Lines Inc.,1,1,855.0,7.0,117.0,9658,7.0,-2.0,19.0
DL,Delta Air Lines Inc.,1,2,811.0,5.0,112.0,9259,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,3,818.0,5.0,113.0,9394,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,4,836.0,4.0,115.0,9878,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,5,861.0,9.0,118.0,11339,7.0,2.0,19.0
DL,Delta Air Lines Inc.,1,6,912.0,10.0,123.0,8449,7.0,2.0,18.0
DL,Delta Air Lines Inc.,1,7,878.0,11.0,119.0,10672,7.0,3.0,19.0
DL,Delta Air Lines Inc.,2,1,840.0,7.0,116.0,12429,7.0,-1.0,19.0
DL,Delta Air Lines Inc.,2,2,820.0,15.0,113.0,9528,7.0,7.0,19.0
DL,Delta Air Lines Inc.,2,3,825.0,10.0,115.0,9646,7.0,2.0,19.0
DL,Delta Air Lines Inc.,2,4,840.0,7.0,115.0,10020,7.0,-2.0,19.0
DL,Delta Air Lines Inc.,2,5,842.0,9.0,115.0,10087,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,2,6,904.0,2.0,122.0,6936,6.0,-10.0,16.0
DL,Delta Air Lines Inc.,2,7,869.0,3.0,118.0,8643,7.0,-9.0,17.0
DL,Delta Air Lines Inc.,3,1,860.0,6.0,117.0,10489,7.0,-2.0,18.0
DL,Delta Air Lines Inc.,3,2,837.0,4.0,115.0,12709,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,3,3,850.0,4.0,117.0,12771,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,3,4,861.0,9.0,119.0,13080,7.0,2.0,18.0
DL,Delta Air Lines Inc.,3,5,863.0,8.0,118.0,10484,7.0,0.0,18.0
DL,Delta Air Lines Inc.,3,6,909.0,6.0,123.0,8393,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,3,7,876.0,5.0,119.0,10084,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,4,1,837.0,5.0,114.0,10717,7.0,-5.0,16.0
DL,Delta Air Lines Inc.,4,2,820.0,2.0,113.0,10503,6.0,-7.0,17.0
DL,Delta Air Lines Inc.,4,3,822.0,3.0,113.0,10570,7.0,-6.0,17.0
DL,Delta Air Lines Inc.,4,4,839.0,5.0,115.0,10787,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,4,5,844.0,6.0,116.0,13425,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,4,6,872.0,6.0,118.0,10254,6.0,-3.0,16.0
DL,Delta Air Lines Inc.,4,7,853.0,5.0,116.0,10204,7.0,-6.0,16.0
DL,Delta Air Lines Inc.,5,1,839.0,5.0,114.0,13501,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,5,2,818.0,4.0,112.0,13432,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,5,3,822.0,6.0,113.0,10779,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,5,4,838.0,7.0,115.0,11032,7.0,1.0,18.0
DL,Delta Air Lines Inc.,5,5,840.0,7.0,114.0,11049,7.0,-0.0,17.0
DL,Delta Air Lines Inc.,5,6,861.0,3.0,116.0,8163,6.0,-5.0,15.0
DL,Delta Air Lines Inc.,5,7,850.0,6.0,115.0,12443,7.0,-3.0,16.0
DL,Delta Air Lines Inc.,6,1,846.0,7.0,115.0,11238,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,6,2,842.0,18.0,115.0,11053,7.0,12.0,19.0
DL,Delta Air Lines Inc.,6,3,840.0,6.0,114.0,13879,7.0,-2.0,18.0
DL,Delta Air Lines Inc.,6,4,853.0,11.0,116.0,14189,7.0,4.0,19.0
DL,Delta Air Lines Inc.,6,5,853.0,11.0,115.0,11314,7.0,3.0,18.0
DL,Delta Air Lines Inc.,6,6,888.0,6.0,119.0,8806,7.0,-3.0,16.0
DL,Delta Air Lines Inc.,6,7,861.0,12.0,116.0,10786,7.0,4.0,18.0
DL,Delta Air Lines Inc.,7,1,876.0,12.0,118.0,10624,7.0,4.0,18.0
DL,Delta Air Lines Inc.,7,2,867.0,16.0,117.0,11252,7.0,8.0,18.0
DL,Delta Air Lines Inc.,7,3,870.0,16.0,117.0,11291,7.0,8.0,19.0
DL,Delta Air Lines Inc.,7,4,873.0,20.0,118.0,11347,7.0,13.0,19.0
DL,Delta Air Lines Inc.,7,5,872.0,14.0,117.0,14198,7.0,6.0,18.0
